GAME_ID,Date,HomeTeam,AwayTeam,HomeSpread_AtOpen,HomeSpread_AtClose,Over_AtOpen,Over_AtClose,HomeML,AwayML,2H_HomeSpread,2H_Over
0020700001,2007-10-30 00:00:00,SAS,POR,-12.5,-13.0,184.0,189.5,-1400,900,-5.0,95.0
0020700003,2007-10-30 00:00:00,GSW,UTA,-3.0,-1.0,214.5,212.0,-120,100,-3.0,105.5
0020700002,2007-10-30 00:00:00,LAL,HOU,2.5,5.0,191.0,199.0,190,-230,3.0,99.0
0020700004,2007-10-31 00:00:00,TOR,PHI,-6.5,-6.5,190.0,191.0,-305,255,-2.0,96.5
0020700006,2007-10-31 00:00:00,IND,WAS,-1.5,1.5,200.0,203.5,105,-125,1.0,105.0
0020700005,2007-10-31 00:00:00,ORL,MIL,-8.0,-6.5,198.5,197.0,-295,245,-3.5,97.0
0020700007,2007-10-31 00:00:00,NJN,CHI,-2.0,-1.5,188.0,186.0,-125,105,3.0,94.0
0020700008,2007-10-31 00:00:00,CLE,DAL,3.0,2.5,186.0,184.0,120,-140,-4.0,91.5
0020700009,2007-10-31 00:00:00,MEM,SAS,7.0,6.5,198.0,201.0,210,-250,4.0,99.5
0020700010,2007-10-31 00:00:00,NOH,SAC,-10.0,-9.5,193.0,190.5,-525,425,-1.5,94.0
0020700011,2007-10-31 00:00:00,DEN,SEA,-10.5,-11.5,213.0,217.5,-825,625,-6.5,107.5
0020700012,2007-11-01 00:00:00,MIA,DET,4.0,4.0,181.0,178.5,160,-190,0.0,89.5
0020700013,2007-11-01 00:00:00,UTA,HOU,-3.5,-3.0,191.0,193.0,-160,140,-3.5,98.5
0020700014,2007-11-01 00:00:00,SEA,PHX,9.0,12.0,223.0,224.5,575,-725,9.0,112.5
0020700015,2007-11-02 00:00:00,CHA,MIL,-2.5,-4.0,200.0,196.5,-170,150,-4.0,96.5
0020700016,2007-11-02 00:00:00,ORL,DET,-2.5,-4.0,184.0,183.5,-170,150,-4.5,93.5
0020700017,2007-11-02 00:00:00,IND,MIA,-6.5,-6.5,186.5,192.0,-275,235,-4.0,96.5
0020700018,2007-11-02 00:00:00,NJN,TOR,-5.0,-4.0,192.5,193.5,-175,155,-6.0,96.0
0020700019,2007-11-02 00:00:00,ATL,DAL,6.0,5.5,192.0,191.0,210,-250,5.0,94.5
0020700020,2007-11-02 00:00:00,CLE,NYK,-7.5,-6.0,186.5,186.0,-250,210,-4.0,94.0
0020700021,2007-11-02 00:00:00,BOS,WAS,-6.0,-7.5,208.0,205.5,-335,285,2.5,105.0
0020700022,2007-11-02 00:00:00,NOH,POR,-8.0,-7.5,192.0,203.0,-325,275,-2.0,102.5
0020700023,2007-11-02 00:00:00,MIN,DEN,8.5,7.5,209.0,208.5,315,-375,6.5,104.0
0020700024,2007-11-02 00:00:00,CHI,PHI,-9.5,-9.5,189.0,190.0,-500,400,-7.0,94.0
0020700025,2007-11-02 00:00:00,SAS,SAC,-14.5,-14.5,190.5,191.0,-2000,1200,-2.0,92.5
0020700026,2007-11-02 00:00:00,PHX,LAL,-10.0,-8.0,217.0,215.5,-435,365,-9.0,107.5
0020700027,2007-11-02 00:00:00,LAC,GSW,-2.0,-1.5,209.0,211.0,-125,105,-1.5,104.5
0020700028,2007-11-03 00:00:00,PHI,NJN,2.5,3.0,186.5,186.5,130,-150,1.5,94.5
0020700029,2007-11-03 00:00:00,WAS,ORL,-2.0,-1.0,199.0,197.5,-130,110,-2.5,100.5
0020700030,2007-11-03 00:00:00,MEM,IND,-4.5,-5.5,211.5,211.5,-220,180,-5.5,107.0
0020700031,2007-11-03 00:00:00,MIL,CHI,2.5,4.0,193.5,193.0,155,-175,1.5,95.0
0020700032,2007-11-03 00:00:00,HOU,POR,-12.0,-11.5,203.5,203.0,-1000,700,0.0,100.5
0020700033,2007-11-03 00:00:00,DAL,SAC,-14.5,-15.5,189.5,189.0,-3000,1500,0.0,93.0
0020700034,2007-11-03 00:00:00,UTA,GSW,-8.5,-9.5,212.5,215.5,-550,425,0.0,105.5
0020700035,2007-11-04 00:00:00,TOR,BOS,-2.0,-1.5,192.0,194.0,-125,105,-2.5,95.5
0020700036,2007-11-04 00:00:00,LAC,SEA,-6.0,-6.5,209.5,208.0,-300,250,-4.5,101.5
0020700037,2007-11-04 00:00:00,NYK,MIN,-10.0,-9.0,192.5,193.0,-425,355,-4.0,96.5
0020700038,2007-11-04 00:00:00,MIA,CHA,-3.0,-3.5,186.0,186.5,-160,140,-3.5,93.5
0020700039,2007-11-04 00:00:00,DET,ATL,-8.5,-8.0,188.5,191.0,-350,290,-6.5,97.0
0020700040,2007-11-04 00:00:00,DEN,NOH,-6.5,-5.0,216.0,214.5,-215,185,-3.0,104.5
0020700041,2007-11-04 00:00:00,PHX,CLE,-8.0,-7.5,208.5,205.0,-350,290,-5.5,99.5
0020700042,2007-11-04 00:00:00,LAL,UTA,2.0,-1.0,202.0,205.5,-115,-105,-2.0,106.0
0020700043,2007-11-05 00:00:00,DAL,HOU,-5.0,-4.5,190.0,189.5,-200,170,-3.0,95.5
0020700044,2007-11-06 00:00:00,CHA,PHX,4.0,4.0,210.0,207.0,165,-195,-3.5,101.0
0020700045,2007-11-06 00:00:00,NJN,ATL,-4.5,-4.0,190.5,188.5,-190,160,-1.0,95.0
0020700046,2007-11-06 00:00:00,NYK,DEN,2.5,3.0,213.0,211.0,140,-160,0.0,105.0
0020700048,2007-11-06 00:00:00,MIN,ORL,7.0,6.5,190.0,186.5,250,-300,2.0,93.5
0020700047,2007-11-06 00:00:00,MIL,TOR,0.0,3.0,191.0,190.0,140,-160,5.0,95.0
0020700050,2007-11-06 00:00:00,HOU,SAS,0.0,2.0,185.0,183.5,115,-135,4.0,91.5
0020700049,2007-11-06 00:00:00,CHI,LAC,-7.0,-8.5,193.0,193.0,-405,335,-8.0,97.5
0020700051,2007-11-06 00:00:00,SAC,SEA,-3.0,-2.0,204.0,208.0,-130,110,-4.5,101.5
0020700053,2007-11-06 00:00:00,GSW,CLE,1.0,-2.0,209.0,209.5,-135,115,-1.5,105.0
0020700052,2007-11-06 00:00:00,LAL,NOH,-3.5,-3.0,207.0,205.5,-155,135,-3.0,104.0
0020700054,2007-11-07 00:00:00,TOR,ORL,-3.0,-4.0,186.5,191.5,-200,170,-3.5,95.5
0020700056,2007-11-07 00:00:00,ATL,PHX,5.5,5.0,208.5,207.0,190,-230,5.0,103.5
0020700057,2007-11-07 00:00:00,IND,LAC,-5.0,-6.5,200.5,207.5,-290,240,-3.5,102.0
0020700055,2007-11-07 00:00:00,PHI,CHA,-3.5,-4.0,190.0,189.0,-195,165,3.0,93.5
0020700058,2007-11-07 00:00:00,BOS,DEN,-5.5,-6.5,203.0,202.5,-295,245,5.5,99.5
0020700059,2007-11-07 00:00:00,SAS,MIA,-10.5,-11.5,185.5,180.5,-1200,800,-7.5,88.5
0020700060,2007-11-07 00:00:00,UTA,CLE,-8.0,-9.0,196.0,194.5,-500,400,-4.5,98.0
0020700061,2007-11-07 00:00:00,SEA,MEM,-1.5,0.0,219.5,218.5,-110,-110,2.0,107.0
0020700062,2007-11-07 00:00:00,POR,NOH,2.5,2.5,202.0,201.5,125,-145,0.0,100.5
0020700063,2007-11-08 00:00:00,NJN,WAS,-6.0,-6.0,194.0,190.0,-275,235,-6.0,98.0
0020700064,2007-11-08 00:00:00,CHI,DET,-1.5,-1.0,184.0,182.0,-120,100,1.5,90.0
0020700065,2007-11-08 00:00:00,GSW,DAL,7.5,7.5,213.5,216.0,275,-325,6.5,108.5
0020700066,2007-11-09 00:00:00,PHI,TOR,-1.0,2.0,188.0,187.5,110,-130,-1.5,94.5
0020700067,2007-11-09 00:00:00,CHA,IND,-3.0,-1.5,194.5,195.0,-125,105,-1.5,97.0
0020700068,2007-11-09 00:00:00,BOS,ATL,-7.0,-8.5,194.0,193.0,-430,360,0.0,97.5
0020700069,2007-11-09 00:00:00,NYK,ORL,1.0,-1.0,198.5,201.5,-115,-105,0.0,99.5
0020700070,2007-11-09 00:00:00,MIA,PHX,8.5,8.0,201.0,195.5,315,-375,7.0,97.5
0020700072,2007-11-09 00:00:00,DET,LAC,-7.5,-8.0,192.0,191.5,-375,315,0.0,94.0
0020700073,2007-11-09 00:00:00,NOH,SAS,3.5,3.5,188.0,186.0,145,-165,-1.0,94.0
0020700071,2007-11-09 00:00:00,WAS,DEN,3.0,2.0,210.5,209.5,110,-130,-1.5,106.5
0020700074,2007-11-09 00:00:00,HOU,MIL,-9.5,-9.0,191.0,188.5,-475,395,-2.5,94.0
0020700075,2007-11-09 00:00:00,POR,MEM,-1.0,-2.5,208.0,208.5,-140,120,-4.0,104.5
0020700078,2007-11-09 00:00:00,SEA,UTA,7.0,6.5,210.5,211.5,240,-290,1.5,106.0
0020700076,2007-11-09 00:00:00,LAL,MIN,-11.0,-11.0,201.0,204.0,-800,600,-5.5,103.0
0020700077,2007-11-09 00:00:00,SAC,CLE,6.5,5.5,194.5,192.5,205,-245,3.0,97.0
0020700080,2007-11-10 00:00:00,IND,DEN,0.0,1.5,210.5,212.0,105,-125,4.0,103.0
0020700079,2007-11-10 00:00:00,ORL,PHX,0.0,1.5,205.5,209.0,105,-125,-4.0,102.5
0020700081,2007-11-10 00:00:00,NJN,BOS,-2.0,3.0,186.0,182.5,130,-150,0.0,95.0
0020700082,2007-11-10 00:00:00,CHI,TOR,-5.5,-6.5,191.0,189.5,-260,220,-6.0,93.0
0020700083,2007-11-10 00:00:00,UTA,MEM,-11.0,-10.0,219.0,216.0,-600,475,-2.0,107.5
0020700084,2007-11-10 00:00:00,SAC,MIN,-4.5,-4.5,193.5,193.0,-200,170,-2.0,93.5
0020700085,2007-11-10 00:00:00,POR,DAL,8.0,7.5,202.5,201.5,290,-350,8.0,100.0
0020700086,2007-11-11 00:00:00,ATL,WAS,-5.0,-5.5,195.5,192.5,-230,190,-5.0,100.0
0020700089,2007-11-11 00:00:00,CHA,HOU,5.5,6.5,187.5,186.0,235,-275,6.0,94.5
0020700088,2007-11-11 00:00:00,PHI,NOH,2.0,3.0,192.5,190.5,130,-150,-2.5,95.0
0020700087,2007-11-11 00:00:00,NYK,MIA,-4.0,-3.0,196.0,192.0,-150,130,-1.0,93.5
0020700090,2007-11-11 00:00:00,SAS,MIL,-10.5,-10.5,185.0,186.5,-700,550,1.5,93.5
0020700091,2007-11-11 00:00:00,SEA,DET,6.5,6.5,199.0,196.0,235,-275,-1.0,96.0
0020700092,2007-11-11 00:00:00,LAC,CLE,0.0,1.0,196.0,192.0,-110,-110,-1.5,95.0
0020700093,2007-11-12 00:00:00,NJN,NOH,-2.0,2.0,189.0,184.5,110,-130,-3.0,92.5
0020700094,2007-11-12 00:00:00,DEN,CLE,-6.5,-7.5,205.5,208.0,-335,285,0.0,101.5
0020700095,2007-11-12 00:00:00,UTA,SAC,-13.5,-14.0,204.5,206.0,-1700,1050,-1.5,101.0
0020700097,2007-11-13 00:00:00,ORL,SEA,-10.5,-10.5,209.5,209.0,-650,525,-3.0,99.5
0020700096,2007-11-13 00:00:00,CHA,MIA,-2.0,-1.5,181.0,178.0,-125,105,0.0,88.5
0020700098,2007-11-13 00:00:00,IND,BOS,6.0,7.0,197.5,198.0,250,-300,1.5,97.5
0020700099,2007-11-13 00:00:00,MEM,HOU,6.5,6.5,198.5,201.5,230,-270,2.5,101.0
0020700100,2007-11-13 00:00:00,DAL,PHI,-12.0,-11.0,190.5,192.5,-800,600,-10.5,96.5
0020700101,2007-11-13 00:00:00,SAS,LAL,-8.5,-8.0,198.5,199.0,-365,305,1.0,98.0
0020700102,2007-11-13 00:00:00,PHX,NYK,-11.0,-13.0,207.0,210.5,-1400,900,-4.5,103.0
0020700103,2007-11-13 00:00:00,POR,DET,4.5,5.0,189.0,190.0,190,-230,2.5,94.5
0020700105,2007-11-14 00:00:00,WAS,IND,-6.0,-5.5,201.5,200.5,-240,200,2.0,99.0
0020700107,2007-11-14 00:00:00,CLE,ORL,-4.5,-3.0,194.5,190.5,-150,130,-2.0,96.5
0020700104,2007-11-14 00:00:00,TOR,UTA,-1.0,0.0,203.0,204.0,-110,-110,0.0,104.5
0020700106,2007-11-14 00:00:00,ATL,CHA,-5.0,-5.5,187.5,188.0,-240,200,1.5,93.5
0020700109,2007-11-14 00:00:00,MIA,SEA,-6.0,-7.0,193.5,191.5,-290,240,-7.0,92.5
0020700108,2007-11-14 00:00:00,BOS,NJN,-9.5,-10.0,184.5,181.0,-650,525,-6.0,93.5
0020700112,2007-11-14 00:00:00,MIN,SAC,-3.0,-2.0,194.0,190.5,-130,110,-1.5,96.0
0020700110,2007-11-14 00:00:00,MIL,MEM,-6.0,-6.5,205.0,206.5,-260,220,-2.0,101.0
0020700111,2007-11-14 00:00:00,NOH,PHI,-8.5,-8.5,187.5,187.5,-450,370,-5.5,93.0
0020700114,2007-11-14 00:00:00,DEN,POR,-10.0,-11.0,211.5,212.0,-700,550,-2.5,105.0
0020700113,2007-11-14 00:00:00,HOU,LAL,-7.5,-6.5,199.0,199.5,-290,240,-6.0,100.5
0020700115,2007-11-14 00:00:00,LAC,NYK,-7.0,-7.5,200.0,200.5,-325,275,-5.5,99.0
0020700116,2007-11-14 00:00:00,GSW,DET,3.0,1.0,207.0,211.0,100,-120,3.5,100.5
0020700117,2007-11-15 00:00:00,DAL,SAS,-3.0,-1.5,186.5,189.5,-125,105,5.0,94.0
0020700118,2007-11-15 00:00:00,PHX,CHI,-7.5,-8.5,203.0,204.0,-425,355,-1.5,102.0
0020700120,2007-11-16 00:00:00,PHI,POR,-3.0,-3.0,186.0,184.0,-150,130,-5.0,93.0
0020700119,2007-11-16 00:00:00,TOR,IND,-8.5,-7.5,193.5,195.5,-335,285,-5.5,98.5
0020700121,2007-11-16 00:00:00,BOS,MIA,-10.5,-10.0,184.0,183.0,-650,525,-4.5,93.0
0020700122,2007-11-16 00:00:00,NJN,ORL,3.5,3.5,184.0,186.0,150,-170,-2.0,94.0
0020700124,2007-11-16 00:00:00,CLE,UTA,2.0,-1.5,203.0,199.5,-125,105,-1.0,103.0
0020700123,2007-11-16 00:00:00,ATL,SEA,-7.5,-6.0,206.0,204.5,-275,235,-5.5,100.5
0020700126,2007-11-16 00:00:00,SAS,HOU,-8.5,-9.0,181.0,177.5,-500,400,-5.0,90.0
0020700125,2007-11-16 00:00:00,MEM,NOH,3.5,3.0,202.0,204.5,140,-160,0.0,99.5
0020700127,2007-11-16 00:00:00,MIN,WAS,2.5,3.5,194.5,191.5,150,-170,5.0,99.5
0020700128,2007-11-16 00:00:00,SAC,NYK,-3.0,-3.5,199.0,198.5,-170,150,1.0,98.5
0020700129,2007-11-16 00:00:00,LAL,DET,-3.5,-4.0,201.0,198.5,-175,155,-2.0,98.0
0020700130,2007-11-16 00:00:00,GSW,LAC,-3.5,-5.5,216.0,219.5,-250,210,0.0,106.0
0020700131,2007-11-17 00:00:00,WAS,POR,-5.5,-4.5,195.0,190.0,-205,175,1.0,97.5
0020700132,2007-11-17 00:00:00,CHA,SEA,-7.5,-8.0,196.5,199.5,-360,300,-6.0,99.0
0020700133,2007-11-17 00:00:00,IND,UTA,6.0,5.0,203.0,204.5,190,-230,6.0,107.0
0020700134,2007-11-17 00:00:00,NJN,MIA,-2.0,3.0,180.0,174.0,135,-155,-1.5,88.0
0020700135,2007-11-17 00:00:00,MIN,NOH,5.5,4.0,190.0,188.0,160,-190,2.0,91.0
0020700136,2007-11-17 00:00:00,MIL,ATL,-8.0,-7.5,198.5,196.5,-335,285,-1.0,98.5
0020700138,2007-11-17 00:00:00,DAL,MEM,-12.5,-14.0,210.0,213.0,-1500,950,-9.0,105.0
0020700137,2007-11-17 00:00:00,HOU,PHX,4.5,5.5,198.0,196.0,210,-250,-1.5,98.0
0020700139,2007-11-17 00:00:00,DEN,NYK,-12.5,-14.0,216.0,213.5,-1300,850,-3.0,102.5
0020700140,2007-11-17 00:00:00,LAC,CHI,1.5,3.0,191.0,187.0,140,-160,-1.5,92.5
0020700141,2007-11-18 00:00:00,TOR,GSW,-5.0,-6.5,217.5,219.5,-260,220,-3.5,109.0
0020700142,2007-11-18 00:00:00,ORL,BOS,0.0,1.0,189.0,187.5,100,-120,5.5,94.5
0020700143,2007-11-18 00:00:00,SAC,DET,5.0,4.5,193.0,195.5,175,-205,1.0,97.0
0020700144,2007-11-18 00:00:00,LAL,CHI,-4.5,-5.5,195.5,198.0,-230,190,-4.0,100.5
0020700145,2007-11-19 00:00:00,CHA,POR,-5.0,-5.5,187.0,190.5,-230,190,-2.5,97.5
0020700146,2007-11-19 00:00:00,MEM,SEA,-6.0,-5.5,218.0,218.5,-235,195,2.0,105.5
0020700147,2007-11-19 00:00:00,NOH,ORL,0.0,-1.0,188.0,186.0,-120,100,-3.0,92.5
0020700148,2007-11-19 00:00:00,UTA,NJN,-11.0,-11.0,190.5,191.0,-700,550,-3.5,99.0
0020700149,2007-11-20 00:00:00,WAS,PHI,-6.0,-5.0,191.0,183.5,-230,190,3.0,93.5
0020700151,2007-11-20 00:00:00,CLE,MIL,-6.5,-6.5,194.5,193.5,-290,240,-3.0,97.0
0020700152,2007-11-20 00:00:00,IND,LAL,2.0,1.5,207.0,207.5,105,-125,-1.5,102.5
0020700150,2007-11-20 00:00:00,ATL,SAS,5.5,6.0,190.5,190.0,210,-250,-2.0,94.5
0020700153,2007-11-20 00:00:00,NYK,GSW,0.0,1.0,219.0,220.0,100,-120,-3.0,104.5
0020700154,2007-11-20 00:00:00,DAL,TOR,-9.5,-8.5,196.5,197.0,-425,355,-9.0,97.5
0020700155,2007-11-20 00:00:00,DEN,CHI,-6.0,-8.5,203.5,201.5,-450,370,2.0,101.0
0020700156,2007-11-20 00:00:00,SAC,PHX,6.5,7.5,212.0,218.0,280,-330,2.0,106.0
0020700157,2007-11-21 00:00:00,CHA,WAS,-4.5,-7.0,192.0,192.5,-300,250,-4.0,99.5
0020700158,2007-11-21 00:00:00,BOS,GSW,-9.0,-11.0,214.0,214.0,-820,620,-2.0,103.0
0020700160,2007-11-21 00:00:00,HOU,DAL,-1.5,-2.5,193.5,190.0,-140,120,-2.0,95.0
0020700159,2007-11-21 00:00:00,MIA,ATL,-7.5,-8.0,190.0,187.5,-430,360,-3.0,93.5
0020700164,2007-11-21 00:00:00,NOH,IND,-7.0,-7.5,196.0,199.0,-325,275,-4.5,97.0
0020700163,2007-11-21 00:00:00,MEM,TOR,-1.0,-4.0,212.0,211.5,-175,155,-4.0,103.5
0020700165,2007-11-21 00:00:00,MIN,CLE,4.5,5.0,193.0,191.5,190,-230,2.0,96.5
0020700162,2007-11-21 00:00:00,MIL,LAL,0.0,2.0,203.0,208.0,115,-135,1.5,103.0
0020700161,2007-11-21 00:00:00,DET,NYK,-11.0,-10.5,191.5,192.5,-800,600,-3.0,94.5
0020700166,2007-11-21 00:00:00,SAS,ORL,-6.0,-6.0,190.5,187.5,-265,225,-6.5,94.5
0020700167,2007-11-21 00:00:00,PHX,SAC,-13.0,-14.0,218.5,216.0,-1600,1000,-3.0,108.0
0020700168,2007-11-21 00:00:00,POR,NJN,-5.0,-3.0,181.0,183.5,-155,135,-1.0,95.5
0020700169,2007-11-21 00:00:00,LAC,DEN,3.5,6.5,206.0,204.5,260,-310,6.0,98.5
0020700170,2007-11-23 00:00:00,WAS,GSW,0.0,2.5,216.5,214.0,115,-135,2.0,107.0
0020700171,2007-11-23 00:00:00,ORL,CHA,-9.5,-9.5,195.5,197.5,-500,400,-3.0,98.5
0020700172,2007-11-23 00:00:00,BOS,LAL,-7.5,-8.0,202.0,205.0,-360,300,1.5,101.0
0020700174,2007-11-23 00:00:00,DET,PHI,-10.0,-9.5,186.5,184.0,-600,450,-5.5,90.5
0020700175,2007-11-23 00:00:00,IND,DAL,7.5,6.5,206.0,207.5,280,-340,6.5,103.0
0020700173,2007-11-23 00:00:00,MIA,HOU,2.0,3.5,179.5,179.5,145,-165,2.5,91.5
0020700176,2007-11-23 00:00:00,SAS,MEM,-12.0,-12.5,203.5,207.5,-900,650,-1.0,101.5
0020700177,2007-11-23 00:00:00,DEN,MIN,-13.5,-14.0,203.5,209.0,-1900,1500,-11.0,104.0
0020700179,2007-11-23 00:00:00,PHX,LAC,-13.0,-14.5,210.5,211.5,-1650,1250,-9.5,102.0
0020700178,2007-11-23 00:00:00,UTA,NOH,-6.0,-6.0,198.0,196.5,-300,250,-4.0,95.5
0020700180,2007-11-23 00:00:00,POR,SAC,-5.0,-4.5,199.5,204.0,-200,170,-3.5,101.0
0020700181,2007-11-23 00:00:00,SEA,NJN,3.0,3.0,195.5,195.5,140,-160,-1.5,99.5
0020700183,2007-11-24 00:00:00,CLE,TOR,-5.5,-4.5,197.0,190.5,-200,170,-5.0,97.0
0020700182,2007-11-24 00:00:00,NYK,CHI,3.0,2.5,190.0,185.0,120,-140,3.5,90.0
0020700185,2007-11-24 00:00:00,CHA,BOS,6.0,7.5,186.0,186.0,280,-330,7.0,96.5
0020700186,2007-11-24 00:00:00,ORL,MIA,-7.5,-7.0,181.0,188.0,-275,235,-1.0,94.0
0020700184,2007-11-24 00:00:00,PHI,GSW,2.0,3.5,205.0,206.5,145,-165,4.0,103.5
0020700188,2007-11-24 00:00:00,MIN,ATL,3.5,4.5,192.0,190.0,165,-195,6.0,95.5
0020700187,2007-11-24 00:00:00,MEM,WAS,-6.0,-5.5,216.0,213.0,-230,190,-5.0,110.0
0020700189,2007-11-24 00:00:00,HOU,DEN,-5.0,-6.0,200.5,200.5,-250,210,2.0,96.5
0020700190,2007-11-24 00:00:00,MIL,DAL,3.5,4.0,203.0,201.0,155,-175,1.5,100.0
0020700191,2007-11-24 00:00:00,LAC,NOH,2.0,3.0,188.0,185.0,130,-150,0.0,92.5
0020700192,2007-11-25 00:00:00,TOR,CHI,-4.0,-4.5,184.0,185.0,-205,175,0.0,92.0
0020700194,2007-11-25 00:00:00,DET,UTA,-2.0,1.0,190.0,190.0,100,-120,-1.5,97.5
0020700193,2007-11-25 00:00:00,IND,CLE,-2.0,-2.0,201.5,205.0,-130,110,-3.5,102.5
0020700195,2007-11-25 00:00:00,SEA,SAS,9.0,10.0,198.5,199.0,475,-600,7.0,100.0
0020700196,2007-11-25 00:00:00,LAL,NJN,-6.5,-6.5,196.0,199.5,-290,240,0.0,103.0
0020700197,2007-11-26 00:00:00,NYK,UTA,6.0,5.5,198.0,194.0,200,-240,5.0,100.0
0020700198,2007-11-26 00:00:00,NOH,MIN,-11.0,-10.5,183.5,188.0,-800,600,-10.5,92.0
0020700199,2007-11-26 00:00:00,DAL,WAS,-12.0,-12.0,209.5,208.0,-1100,750,-9.5,107.5
0020700200,2007-11-26 00:00:00,SAC,SAS,6.5,6.0,193.0,194.5,220,-260,6.5,96.5
0020700201,2007-11-26 00:00:00,POR,ORL,4.0,5.0,197.0,203.0,185,-215,3.5,101.5
0020700202,2007-11-26 00:00:00,LAC,HOU,5.5,6.5,185.5,189.5,235,-275,4.0,93.5
0020700203,2007-11-26 00:00:00,GSW,PHX,4.5,5.0,228.0,229.5,170,-200,5.0,113.0
0020700204,2007-11-27 00:00:00,CLE,BOS,3.5,3.5,193.5,190.0,145,-165,1.5,97.0
0020700205,2007-11-27 00:00:00,NJN,MEM,-5.0,-5.5,204.5,206.0,-240,200,-6.5,103.5
0020700206,2007-11-27 00:00:00,MIA,CHA,-7.0,-7.0,188.0,187.0,-365,305,-1.0,91.0
0020700207,2007-11-27 00:00:00,MIL,PHI,-8.0,-6.0,185.5,187.0,-265,225,-6.0,95.5
0020700208,2007-11-27 00:00:00,CHI,ATL,-4.0,-5.0,181.5,183.0,-230,190,-2.0,90.5
0020700209,2007-11-27 00:00:00,DEN,IND,-9.0,-7.0,216.5,216.5,-355,295,-7.5,104.0
0020700210,2007-11-27 00:00:00,LAL,SEA,-11.5,-12.5,216.0,218.0,-900,650,-8.0,109.0
0020700211,2007-11-28 00:00:00,TOR,MEM,-8.0,-6.5,207.5,207.0,-300,250,2.0,101.0
0020700212,2007-11-28 00:00:00,PHI,UTA,7.5,6.5,188.5,195.5,220,-260,2.5,103.0
0020700213,2007-11-28 00:00:00,ATL,MIL,-2.5,-3.5,195.0,197.5,-170,150,0.0,99.0
0020700214,2007-11-28 00:00:00,DET,CLE,-8.5,-8.5,191.0,189.0,-400,330,-4.0,95.0
0020700215,2007-11-28 00:00:00,DAL,MIN,-14.0,-14.0,197.0,197.5,-1700,1050,-4.0,97.5
0020700216,2007-11-28 00:00:00,SAS,WAS,-12.0,-12.5,203.5,200.0,-1100,750,-7.5,104.0
0020700217,2007-11-28 00:00:00,PHX,HOU,-6.0,-4.0,204.5,206.0,-190,160,-3.5,102.0
0020700219,2007-11-28 00:00:00,POR,IND,-4.0,-4.0,203.5,204.0,-190,160,-1.5,100.5
0020700220,2007-11-28 00:00:00,SEA,ORL,8.5,8.0,211.0,209.0,315,-375,1.0,101.5
0020700218,2007-11-28 00:00:00,SAC,GSW,-1.0,1.5,220.0,221.5,105,-125,0.0,108.0
0020700221,2007-11-29 00:00:00,BOS,NYK,-13.0,-12.5,187.5,189.0,-1000,700,-1.5,93.5
0020700222,2007-11-29 00:00:00,LAL,DEN,-5.0,-5.0,217.0,220.0,-230,190,-4.5,109.0
0020700223,2007-11-29 00:00:00,GSW,HOU,0.0,2.0,208.0,208.5,110,-130,4.0,103.0
0020700225,2007-11-30 00:00:00,PHI,WAS,-1.0,-2.5,196.5,195.0,-145,125,-2.5,102.5
0020700224,2007-11-30 00:00:00,TOR,CLE,-3.5,-6.5,195.0,189.0,-275,235,-2.5,94.5
0020700227,2007-11-30 00:00:00,ATL,NOH,1.0,1.0,187.0,187.0,100,-120,1.0,93.0
0020700226,2007-11-30 00:00:00,NYK,MIL,0.0,1.0,193.0,194.5,100,-120,-2.5,97.5
0020700229,2007-11-30 00:00:00,MIN,SAS,9.5,10.0,193.0,192.0,475,-600,7.0,95.5
0020700228,2007-11-30 00:00:00,MIA,BOS,2.5,2.5,188.5,185.0,125,-145,-3.0,92.0
0020700230,2007-11-30 00:00:00,DAL,POR,-12.5,-13.0,197.5,198.5,-1300,850,-5.5,101.5
0020700231,2007-11-30 00:00:00,UTA,LAL,-8.0,-5.0,212.5,209.0,-230,190,3.0,106.0
0020700232,2007-11-30 00:00:00,PHX,ORL,-5.0,-5.5,212.5,215.5,-230,190,0.0,106.0
0020700234,2007-11-30 00:00:00,SEA,IND,2.5,2.0,213.5,212.0,105,-125,2.0,102.5
0020700233,2007-11-30 00:00:00,DEN,LAC,-9.5,-9.5,205.5,208.0,-500,400,-2.0,101.0
0020700235,2007-12-01 00:00:00,WAS,TOR,1.0,-3.0,198.0,194.0,-155,135,0.0,100.0
0020700236,2007-12-01 00:00:00,NJN,PHI,-8.0,-7.5,184.5,182.5,-350,290,-7.5,95.0
0020700237,2007-12-01 00:00:00,MEM,MIN,-9.0,-9.0,210.0,211.0,-450,370,-3.5,103.5
0020700238,2007-12-01 00:00:00,NOH,DAL,3.0,3.0,195.5,192.5,130,-150,3.0,95.5
0020700240,2007-12-01 00:00:00,MIL,DET,2.5,5.0,195.5,192.5,190,-230,-2.5,95.5
0020700239,2007-12-01 00:00:00,CHI,CHA,-5.5,-7.0,181.0,183.0,-325,275,-4.5,92.0
0020700241,2007-12-01 00:00:00,SAC,HOU,4.5,6.5,194.5,193.0,220,-260,4.0,95.5
0020700242,2007-12-02 00:00:00,BOS,CLE,-10.5,-15.0,185.0,184.5,-2800,1400,-9.5,92.5
0020700244,2007-12-02 00:00:00,LAC,IND,1.5,0.0,202.0,198.0,-110,-110,0.0,97.0
0020700243,2007-12-02 00:00:00,SAS,POR,-15.0,-13.5,186.5,188.0,-1500,950,-2.0,95.5
